,prim_state,area,area_name,occ_code,occ_titl,tot_emp,a_mean,a_wpct10,a_wpct25,a_median,a_wpct75,a_wpct90,year,occ_title,a_pct10,a_pct25,a_pct75,a_pct90
7820,PR,38660,"Ponce, PR",15-1142,,40,"36,060",,,"33,440",,,2010,Network and Computer Systems Administrators*,"24,930","29,890","37,640","55,640"
7821,PR,41980,"San Juan-Caguas-Guaynabo, PR",11-3021,,750,"77,550",,,"70,660",,,2010,Computer and Information Systems Managers,"39,820","52,770","93,720","129,150"
7822,PR,41980,"San Juan-Caguas-Guaynabo, PR",13-1081,,250,"49,830",,,"48,360",,,2010,Logisticians,"30,480","39,490","58,520","75,010"
7823,PR,41980,"San Juan-Caguas-Guaynabo, PR",13-1111,,740,"59,300",,,"55,140",,,2010,Management Analysts,"30,910","41,530","70,860","93,300"
7824,PR,41980,"San Juan-Caguas-Guaynabo, PR",13-1161,,"1,290","45,600",,,"33,430",,,2010,Market Research Analysts and Marketing Specialists*,"19,010","25,490","48,690","78,950"
7825,PR,41980,"San Juan-Caguas-Guaynabo, PR",15-1121,,950,"49,420",,,"44,430",,,2010,Computer Systems Analysts,"25,950","33,440","64,450","82,030"
7826,PR,41980,"San Juan-Caguas-Guaynabo, PR",15-1131,,"1,580","42,840",,,"40,010",,,2010,Computer Programmers,"25,530","30,110","52,320","67,860"
7827,PR,41980,"San Juan-Caguas-Guaynabo, PR",15-1132,,530,"51,500",,,"47,170",,,2010,"Software Developers, Applications","29,200","36,810","59,780","82,230"
7828,PR,41980,"San Juan-Caguas-Guaynabo, PR",15-1133,,0,"69,360",,,"66,560",,,2010,"Software Developers, Systems Software","50,800","57,500","74,540","99,340"
7829,PR,41980,"San Juan-Caguas-Guaynabo, PR",15-1141,,210,"45,910",,,"43,790",,,2010,Database Administrators,"18,550","29,680","62,660","73,070"
7830,PR,41980,"San Juan-Caguas-Guaynabo, PR",15-1142,,750,"45,710",,,"43,070",,,2010,Network and Computer Systems Administrators*,"27,830","34,030","55,130","69,880"
7831,PR,41980,"San Juan-Caguas-Guaynabo, PR",15-2031,,50,"52,990",,,"63,240",,,2010,Operations Research Analysts,"17,950","27,250","76,100","86,240"
7832,PR,41980,"San Juan-Caguas-Guaynabo, PR",15-2041,,260,"33,770",,,"29,590",,,2010,Statisticians,"24,610","26,540","36,170","50,910"
7833,PR,41980,"San Juan-Caguas-Guaynabo, PR",17-2061,,0,"61,540",,,"58,250",,,2010,Computer Hardware Engineers,"37,590","47,290","75,470","93,490"
7834,PR,41980,"San Juan-Caguas-Guaynabo, PR",43-9011,,770,"22,100",,,"19,680",,,2010,Computer Operators,"15,810","17,070","25,850","30,980"
7835,PR,41980,"San Juan-Caguas-Guaynabo, PR",43-9021,,"2,260","19,750",,,"17,930",,,2010,Data Entry Keyers,"15,550","16,110","21,630","27,880"
7836,PR,41980,"San Juan-Caguas-Guaynabo, PR",43-9111,,700,"23,480",,,"23,370",,,2010,Statistical Assistants,"15,850","17,850","27,740","30,240"
7837,PR,41980,"San Juan-Caguas-Guaynabo, PR",49-2011,,810,"25,820",,,"23,630",,,2010,"Computer, Automated Teller, and Office Machine Repairers","16,440","19,360","29,960","36,640"
7838,RI,77200,"Providence-Fall River-Warwick, RI-MA",11-3021,,"1,280","117,520",,,"111,380",,,2010,Computer and Information Systems Managers,"80,130","92,960","134,180","163,590"
7839,RI,77200,"Providence-Fall River-Warwick, RI-MA",13-1081,,300,"69,770",,,"65,960",,,2010,Logisticians,"45,510","54,460","84,790","99,380"
7840,RI,77200,"Providence-Fall River-Warwick, RI-MA",13-1111,,"2,180","77,420",,,"70,830",,,2010,Management Analysts,"40,440","52,190","92,360","116,290"
7841,RI,77200,"Providence-Fall River-Warwick, RI-MA",13-1161,,780,"57,060",,,"48,470",,,2010,Market Research Analysts and Marketing Specialists*,"33,210","39,910","70,740","93,350"
7842,RI,77200,"Providence-Fall River-Warwick, RI-MA",15-1111,,360,"104,730",,,"106,650",,,2010,Computer and Information Research Scientists,"73,650","91,960","116,100","126,730"
7843,RI,77200,"Providence-Fall River-Warwick, RI-MA",15-1121,,"1,280","77,980",,,"78,820",,,2010,Computer Systems Analysts,"51,740","63,470","91,330","105,870"
7844,RI,77200,"Providence-Fall River-Warwick, RI-MA",15-1131,,"1,360","66,740",,,"65,190",,,2010,Computer Programmers,"40,800","51,570","82,820","95,040"
7845,RI,77200,"Providence-Fall River-Warwick, RI-MA",15-1132,,"1,000","90,280",,,"89,580",,,2010,"Software Developers, Applications","60,660","72,990","108,500","128,360"
7846,RI,77200,"Providence-Fall River-Warwick, RI-MA",15-1133,,"1,370","93,330",,,"92,380",,,2010,"Software Developers, Systems Software","55,420","68,670","115,040","138,120"
7847,RI,77200,"Providence-Fall River-Warwick, RI-MA",15-1141,,250,"77,360",,,"79,600",,,2010,Database Administrators,"46,760","58,980","95,340","108,360"
7848,RI,77200,"Providence-Fall River-Warwick, RI-MA",15-1142,,"1,110","74,130",,,"72,400",,,2010,Network and Computer Systems Administrators*,"46,670","58,610","89,020","103,780"
7849,RI,77200,"Providence-Fall River-Warwick, RI-MA",15-2031,,170,"80,060",,,"75,730",,,2010,Operations Research Analysts,"43,380","55,420","100,100","124,170"
7850,RI,77200,"Providence-Fall River-Warwick, RI-MA",15-2041,,70,"69,190",,,"68,520",,,2010,Statisticians,"49,400","59,030","81,260","92,320"
7851,RI,77200,"Providence-Fall River-Warwick, RI-MA",17-2061,,240,"100,660",,,"99,160",,,2010,Computer Hardware Engineers,"64,070","83,880","115,350","143,120"
7852,RI,77200,"Providence-Fall River-Warwick, RI-MA",43-9011,,470,"42,290",,,"41,230",,,2010,Computer Operators,"27,020","32,420","52,180","59,660"
7853,RI,77200,"Providence-Fall River-Warwick, RI-MA",43-9021,,850,"30,680",,,"30,080",,,2010,Data Entry Keyers,"21,140","24,500","36,630","41,010"
7854,RI,77200,"Providence-Fall River-Warwick, RI-MA",43-9111,,40,"42,210",,,"42,500",,,2010,Statistical Assistants,"22,730","34,920","51,720","61,050"
7855,RI,77200,"Providence-Fall River-Warwick, RI-MA",49-2011,,300,"42,580",,,"41,550",,,2010,"Computer, Automated Teller, and Office Machine Repairers","27,250","34,510","48,650","62,310"
7856,SC,11340,"Anderson, SC",11-3021,,40,"100,400",,,"97,940",,,2010,Computer and Information Systems Managers,"44,520","61,260","120,650","160,110"
7857,SC,11340,"Anderson, SC",13-1081,,40,0,,,0,,,2010,Logisticians,0,0,0,0
7858,SC,11340,"Anderson, SC",13-1111,,70,"73,970",,,"57,840",,,2010,Management Analysts,"41,550","48,030","77,460","108,760"
7859,SC,11340,"Anderson, SC",15-1121,,30,"53,230",,,"50,620",,,2010,Computer Systems Analysts,"35,120","41,130","60,150","77,990"
7860,SC,11340,"Anderson, SC",15-1131,,80,"44,250",,,"43,360",,,2010,Computer Programmers,"31,830","36,080","52,570","58,710"
7861,SC,11340,"Anderson, SC",15-1142,,60,"61,640",,,"61,650",,,2010,Network and Computer Systems Administrators*,"40,830","48,460","71,630","85,270"
7862,SC,11340,"Anderson, SC",43-9011,,30,"32,240",,,"29,270",,,2010,Computer Operators,"20,990","23,310","37,220","54,250"
7863,SC,11340,"Anderson, SC",43-9021,,80,"27,700",,,"27,640",,,2010,Data Entry Keyers,"20,170","23,300","33,090","36,370"
7864,SC,16700,"Charleston-North Charleston-Summerville, SC",11-3021,,370,"101,870",,,"98,370",,,2010,Computer and Information Systems Managers,"54,550","74,460","120,800","154,330"
7865,SC,16700,"Charleston-North Charleston-Summerville, SC",13-1081,,410,"72,090",,,"70,680",,,2010,Logisticians,"47,710","56,250","86,230","103,490"
7866,SC,16700,"Charleston-North Charleston-Summerville, SC",13-1111,,"1,020","72,470",,,"66,350",,,2010,Management Analysts,"37,480","52,930","89,110","108,160"
7867,SC,16700,"Charleston-North Charleston-Summerville, SC",13-1161,,350,"45,480",,,"44,820",,,2010,Market Research Analysts and Marketing Specialists*,"22,800","31,000","57,220","69,790"
7868,SC,16700,"Charleston-North Charleston-Summerville, SC",15-1111,,190,"81,870",,,"80,790",,,2010,Computer and Information Research Scientists,"60,440","68,810","96,580","106,360"
7869,SC,16700,"Charleston-North Charleston-Summerville, SC",15-1121,,790,"65,400",,,"63,570",,,2010,Computer Systems Analysts,"43,640","52,770","76,560","92,020"
7870,SC,16700,"Charleston-North Charleston-Summerville, SC",15-1131,,590,"65,550",,,"61,920",,,2010,Computer Programmers,"39,630","49,000","80,350","95,810"
7871,SC,16700,"Charleston-North Charleston-Summerville, SC",15-1132,,260,"73,170",,,"76,670",,,2010,"Software Developers, Applications","44,910","56,750","88,950","100,530"
7872,SC,16700,"Charleston-North Charleston-Summerville, SC",15-1133,,450,"71,940",,,"70,190",,,2010,"Software Developers, Systems Software","45,050","58,520","84,470","105,440"
7873,SC,16700,"Charleston-North Charleston-Summerville, SC",15-1141,,160,"66,970",,,"62,760",,,2010,Database Administrators,"40,960","51,960","82,540","103,280"
7874,SC,16700,"Charleston-North Charleston-Summerville, SC",15-1142,,600,"63,060",,,"64,040",,,2010,Network and Computer Systems Administrators*,"28,360","45,850","81,160","92,950"
7875,SC,16700,"Charleston-North Charleston-Summerville, SC",15-2031,,90,"79,980",,,"74,310",,,2010,Operations Research Analysts,"50,510","58,220","102,030","115,650"
7876,SC,16700,"Charleston-North Charleston-Summerville, SC",15-2041,,50,"52,890",,,"50,330",,,2010,Statisticians,"35,260","43,070","59,320","78,950"
7877,SC,16700,"Charleston-North Charleston-Summerville, SC",17-2061,,190,"84,040",,,"81,750",,,2010,Computer Hardware Engineers,"60,440","70,480","96,740","106,370"
7878,SC,16700,"Charleston-North Charleston-Summerville, SC",43-9011,,160,"36,700",,,"35,760",,,2010,Computer Operators,"27,370","30,290","41,880","50,530"
7879,SC,16700,"Charleston-North Charleston-Summerville, SC",43-9021,,610,"30,270",,,"29,530",,,2010,Data Entry Keyers,"20,980","25,290","34,340","39,050"
7880,SC,16700,"Charleston-North Charleston-Summerville, SC",43-9111,,50,"34,960",,,"34,250",,,2010,Statistical Assistants,"25,820","30,570","38,770","46,020"
7881,SC,16700,"Charleston-North Charleston-Summerville, SC",49-2011,,150,"35,620",,,"34,650",,,2010,"Computer, Automated Teller, and Office Machine Repairers","23,000","26,980","41,440","53,460"
7882,SC,17900,"Columbia, SC",11-3021,,890,"100,900",,,"101,880",,,2010,Computer and Information Systems Managers,"64,110","81,000","117,300","141,230"
7883,SC,17900,"Columbia, SC",13-1081,,160,"62,640",,,"60,040",,,2010,Logisticians,"41,780","50,960","73,450","84,540"
7884,SC,17900,"Columbia, SC",13-1111,,"1,850","59,090",,,"56,260",,,2010,Management Analysts,"33,270","45,490","72,450","89,440"
7885,SC,17900,"Columbia, SC",13-1161,,280,"53,860",,,"52,770",,,2010,Market Research Analysts and Marketing Specialists*,"23,810","38,130","66,190","84,670"
7886,SC,17900,"Columbia, SC",15-1121,,"1,690","59,800",,,"56,250",,,2010,Computer Systems Analysts,"36,260","44,320","74,090","90,220"
7887,SC,17900,"Columbia, SC",15-1131,,"1,040","65,080",,,"64,810",,,2010,Computer Programmers,"40,580","51,290","79,990","94,340"
7888,SC,17900,"Columbia, SC",15-1132,,"1,040","72,480",,,"72,490",,,2010,"Software Developers, Applications","46,100","58,840","87,510","99,690"
7889,SC,17900,"Columbia, SC",15-1133,,300,"83,310",,,"83,300",,,2010,"Software Developers, Systems Software","49,180","60,120","104,220","124,620"
7890,SC,17900,"Columbia, SC",15-1141,,300,"63,350",,,"60,440",,,2010,Database Administrators,"34,280","45,190","82,880","98,080"
7891,SC,17900,"Columbia, SC",15-1142,,"1,150","71,590",,,"70,180",,,2010,Network and Computer Systems Administrators*,"44,900","54,050","88,010","103,960"
7892,SC,17900,"Columbia, SC",15-2031,,120,"57,860",,,"53,740",,,2010,Operations Research Analysts,"33,350","44,200","69,710","88,040"
7893,SC,17900,"Columbia, SC",15-2041,,110,"57,780",,,"57,770",,,2010,Statisticians,"39,620","44,700","68,850","74,830"
7894,SC,17900,"Columbia, SC",17-2061,,80,"75,690",,,"74,590",,,2010,Computer Hardware Engineers,"50,560","60,110","94,020","106,190"
7895,SC,17900,"Columbia, SC",43-9011,,330,"32,400",,,"30,220",,,2010,Computer Operators,"25,500","27,440","34,340","45,090"
7896,SC,17900,"Columbia, SC",43-9021,,830,"27,650",,,"26,660",,,2010,Data Entry Keyers,"20,280","22,950","31,660","37,520"
7897,SC,17900,"Columbia, SC",43-9111,,140,"36,080",,,"35,980",,,2010,Statistical Assistants,"26,700","30,810","41,950","46,010"
7898,SC,17900,"Columbia, SC",49-2011,,340,"37,280",,,"37,260",,,2010,"Computer, Automated Teller, and Office Machine Repairers","24,650","28,070","44,980","52,370"
7899,SC,22500,"Florence, SC",11-3021,,70,"89,320",,,"83,140",,,2010,Computer and Information Systems Managers,"53,900","61,600","107,110","125,370"
7900,SC,22500,"Florence, SC",13-1081,,40,"70,940",,,"69,730",,,2010,Logisticians,"56,380","64,140","75,220","85,730"
7901,SC,22500,"Florence, SC",13-1111,,120,"61,570",,,"52,500",,,2010,Management Analysts,"30,070","41,900","79,740","104,310"
7902,SC,22500,"Florence, SC",13-1161,,40,"41,980",,,"39,660",,,2010,Market Research Analysts and Marketing Specialists*,"26,110","32,170","46,010","73,350"
7903,SC,22500,"Florence, SC",15-1121,,130,"51,100",,,"47,380",,,2010,Computer Systems Analysts,"28,680","35,460","59,330","86,510"
7904,SC,22500,"Florence, SC",15-1131,,110,"57,530",,,"53,210",,,2010,Computer Programmers,"33,230","39,950","69,520","93,850"
7905,SC,22500,"Florence, SC",15-1132,,80,"72,810",,,"73,040",,,2010,"Software Developers, Applications","46,630","62,930","84,110","101,470"
7906,SC,22500,"Florence, SC",15-1133,,0,"82,200",,,"73,550",,,2010,"Software Developers, Systems Software","61,920","66,150","103,560","114,700"
7907,SC,22500,"Florence, SC",15-1142,,120,"66,630",,,"58,850",,,2010,Network and Computer Systems Administrators*,"37,140","47,080","74,210","113,420"
7908,SC,22500,"Florence, SC",43-9011,,40,"33,870",,,"32,570",,,2010,Computer Operators,"19,840","24,210","41,160","54,250"
7909,SC,22500,"Florence, SC",43-9021,,70,"26,450",,,"24,430",,,2010,Data Entry Keyers,"20,840","22,170","31,610","35,630"
7910,SC,24860,"Greenville-Mauldin-Easley, SC",11-3021,,450,"99,380",,,"97,120",,,2010,Computer and Information Systems Managers,"61,520","78,840","116,500","138,960"
7911,SC,24860,"Greenville-Mauldin-Easley, SC",13-1111,,"1,000","75,350",,,"62,920",,,2010,Management Analysts,"30,860","48,940","82,600","146,400"
7912,SC,24860,"Greenville-Mauldin-Easley, SC",13-1161,,400,"55,780",,,"51,970",,,2010,Market Research Analysts and Marketing Specialists*,"31,490","40,030","69,050","92,040"
7913,SC,24860,"Greenville-Mauldin-Easley, SC",15-1121,,800,"72,210",,,"73,410",,,2010,Computer Systems Analysts,"44,020","58,730","86,580","99,130"
7914,SC,24860,"Greenville-Mauldin-Easley, SC",15-1131,,440,"66,710",,,"64,510",,,2010,Computer Programmers,"43,700","52,500","76,350","94,670"
7915,SC,24860,"Greenville-Mauldin-Easley, SC",15-1132,,710,"72,290",,,"71,940",,,2010,"Software Developers, Applications","44,040","59,320","85,860","99,630"
7916,SC,24860,"Greenville-Mauldin-Easley, SC",15-1133,,400,"74,300",,,"75,990",,,2010,"Software Developers, Systems Software","45,610","60,260","89,820","100,450"
7917,SC,24860,"Greenville-Mauldin-Easley, SC",15-1141,,210,"65,310",,,"66,110",,,2010,Database Administrators,"40,300","47,810","81,950","91,530"
7918,SC,24860,"Greenville-Mauldin-Easley, SC",15-1142,,660,"57,700",,,"52,810",,,2010,Network and Computer Systems Administrators*,"42,030","46,030","67,040","81,550"
7919,SC,24860,"Greenville-Mauldin-Easley, SC",15-2031,,70,"67,260",,,"68,370",,,2010,Operations Research Analysts,"40,920","48,040","87,120","99,800"
7920,SC,24860,"Greenville-Mauldin-Easley, SC",17-2061,,140,"78,570",,,"76,960",,,2010,Computer Hardware Engineers,"54,440","63,090","92,600","109,690"
7921,SC,24860,"Greenville-Mauldin-Easley, SC",43-9011,,160,"37,410",,,"36,430",,,2010,Computer Operators,"25,280","31,040","43,100","52,760"
7922,SC,24860,"Greenville-Mauldin-Easley, SC",43-9021,,420,"26,730",,,"25,630",,,2010,Data Entry Keyers,"20,830","22,870","29,450","35,040"
7923,SC,24860,"Greenville-Mauldin-Easley, SC",49-2011,,170,"36,440",,,"36,090",,,2010,"Computer, Automated Teller, and Office Machine Repairers","25,190","28,660","44,680","49,350"
7924,SC,34820,"Myrtle Beach-North Myrtle Beach-Conway, SC",11-3021,,70,"88,140",,,"87,410",,,2010,Computer and Information Systems Managers,"65,090","75,540","99,290","112,240"
7925,SC,34820,"Myrtle Beach-North Myrtle Beach-Conway, SC",13-1111,,0,"57,760",,,"55,390",,,2010,Management Analysts,"31,340","34,900","77,610","93,180"
7926,SC,34820,"Myrtle Beach-North Myrtle Beach-Conway, SC",13-1161,,100,"40,910",,,"32,070",,,2010,Market Research Analysts and Marketing Specialists*,"16,260","17,650","63,130","75,300"
7927,SC,34820,"Myrtle Beach-North Myrtle Beach-Conway, SC",15-1121,,90,"55,240",,,"50,620",,,2010,Computer Systems Analysts,"32,570","38,940","62,680","90,100"
7928,SC,34820,"Myrtle Beach-North Myrtle Beach-Conway, SC",15-1131,,70,"69,670",,,"67,120",,,2010,Computer Programmers,"39,350","45,460","94,740","103,500"
7929,SC,34820,"Myrtle Beach-North Myrtle Beach-Conway, SC",15-1132,,80,"43,390",,,"42,710",,,2010,"Software Developers, Applications","26,500","30,030","49,490","63,980"
7930,SC,34820,"Myrtle Beach-North Myrtle Beach-Conway, SC",15-1141,,40,"60,350",,,"58,190",,,2010,Database Administrators,"44,830","50,980","69,880","82,550"
7931,SC,34820,"Myrtle Beach-North Myrtle Beach-Conway, SC",15-1142,,120,"53,050",,,"51,500",,,2010,Network and Computer Systems Administrators*,"31,500","37,640","66,220","78,910"
7932,SC,34820,"Myrtle Beach-North Myrtle Beach-Conway, SC",43-9021,,60,"26,780",,,"26,230",,,2010,Data Entry Keyers,"21,180","23,270","29,420","33,080"
7933,SC,34820,"Myrtle Beach-North Myrtle Beach-Conway, SC",49-2011,,60,"32,840",,,"33,590",,,2010,"Computer, Automated Teller, and Office Machine Repairers","24,850","29,280","36,800","39,220"
7934,SC,43900,"Spartanburg, SC",11-3021,,110,"98,460",,,"93,810",,,2010,Computer and Information Systems Managers,"57,270","74,660","114,870","141,730"
7935,SC,43900,"Spartanburg, SC",13-1081,,0,"64,900",,,"59,830",,,2010,Logisticians,"45,550","51,600","77,610","92,430"
7936,SC,43900,"Spartanburg, SC",13-1111,,220,"85,470",,,"73,420",,,2010,Management Analysts,"34,510","52,280","101,980","137,400"
7937,SC,43900,"Spartanburg, SC",13-1161,,90,"71,030",,,"66,290",,,2010,Market Research Analysts and Marketing Specialists*,"35,270","49,480","84,870","109,800"
7938,SC,43900,"Spartanburg, SC",15-1121,,100,"62,940",,,"57,350",,,2010,Computer Systems Analysts,"41,430","49,050","72,380","93,050"
7939,SC,43900,"Spartanburg, SC",15-1131,,130,"77,850",,,"72,930",,,2010,Computer Programmers,"50,210","62,940","86,610","117,170"
7940,SC,43900,"Spartanburg, SC",15-1132,,160,"73,800",,,"74,460",,,2010,"Software Developers, Applications","36,570","57,340","90,160","110,220"
7941,SC,43900,"Spartanburg, SC",15-1133,,40,"73,160",,,"74,480",,,2010,"Software Developers, Systems Software","49,380","65,700","85,390","93,190"
7942,SC,43900,"Spartanburg, SC",15-1141,,60,"53,760",,,"57,180",,,2010,Database Administrators,"27,200","32,830","69,700","76,200"
7943,SC,43900,"Spartanburg, SC",15-1142,,170,"66,370",,,"65,110",,,2010,Network and Computer Systems Administrators*,"41,220","51,420","83,340","95,780"
7944,SC,43900,"Spartanburg, SC",15-2031,,60,"76,940",,,"59,090",,,2010,Operations Research Analysts,"40,790","44,470","75,760","159,690"
7945,SC,43900,"Spartanburg, SC",43-9011,,30,"41,190",,,"37,620",,,2010,Computer Operators,"22,580","31,790","54,270","61,790"
